#,TYPE,Bill No.,PONUM,DOCNUM,Document Date,Doc Due Date,Bill Type,itemcode/gl,Item Name,UOM,ItemGroup,HSN/sac,Bill Quantity,BASICVAL,LINETOTAL,Bill Value,TAX_RATE,TAXCODE,CGST,SGST,IGST,TCS,FREIGHT,Customer Code,Customer Name,Customer  Ref No.,Sale Employee Name,Bill To GSTIN,Ship To GSTIN,SHIP_TO_STATENAME,SHIP_TO_CITY,BILL_TO_STATENAME,BILL_TO_CITY,ADDRESS,SHIPTOADDRESS,BRANCH,WAREHOUSE,ORDER_NO,ORDER_DATE,ORDER_REF_NO,DELIVERY_DATE,STATUS,CREDIT_NOTE_CATEGORY,REMARKS,ORIGINAL_INVOICE_REFNO,WITHOUTQTY_POSTING,Tracking No
581,AR Invoice,Pri169,,169,27/11/2008,31/12/2008,I,I00011,Belkin 4-Port USB 2.0 Travel Hub,,Items,84.71.3010,5,1050,5250,379360.18,0,BED+VAT,0,0,0,0,0,C70000,Aquent Systems,,Bhaskara Lakshmana,,,Karnataka,Bangalore,Maharashtra,Mumbai,",123 Kathryn Ave,400 001,,Mumbai,MH,IN",,,General Warehouse,178,17/11/08,,27/11/08,Open,,Based On Sales Quotations 180. Based On Sales Orders 178. Based On Deliveries 178.,,,
582,AR Invoice,Pri170,,170,01/12/2008,31/12/2008,I,A00001,IBM Infoprint 1312,,J.B. Printers,84.71.6021,10,27000,270000,538895.76,0,BED+VAT,0,0,0,0,0,C20000,Norm Thompson,,Sales Manager,,,,,,,,,,General Warehouse,179,21/11/08,,01/12/08,Open,,Based On Sales Quotations 181. Based On Sales Orders 179. Based On Deliveries 179.,,,
583,AR Invoice,Pri170,,170,01/12/2008,31/12/2008,I,LM4029,LM4029 Lexmark 4029 Printer,,Items,84.71.6021,10,18000,180000,538895.76,0,BED+VAT,0,0,0,0,0,C20000,Norm Thompson,,Sales Manager,,,,,,,,,,General Warehouse,179,21/11/08,,01/12/08,Open,,Based On Sales Quotations 181. Based On Sales Orders 179. Based On Deliveries 179.,,,
584,AR Invoice,Pri170,,170,01/12/2008,31/12/2008,I,I00012,Belkin PC-to-Mac Transfer Kit,,Items,84.71.3010,5,3375,16875,538895.76,0,BED+VAT,0,0,0,0,0,C20000,Norm Thompson,,Sales Manager,,,,,,,,,,General Warehouse,179,21/11/08,,01/12/08,Open,,Based On Sales Quotations 181. Based On Sales Orders 179. Based On Deliveries 179.,,,
585,AR Invoice,Pri171,,171,14/12/2008,31/12/2008,I,A00004,HP Color Laser Jet 5,,Rainbow Printers,84.71.6021,8,33750,270000,506432.16,0,BED+VAT,0,0,0,0,0,C23900,Parameter Technology,,Bhaskara Lakshmana,,,,,,,,,,General Warehouse,180,04/12/08,,14/12/08,Open,,Based On Sales Quotations 182. Based On Sales Orders 180. Based On Deliveries 180.,,,
586,AR Invoice,Pri171,,171,14/12/2008,31/12/2008,I,A00003,IBM Infoprint 1226,,J.B. Printers,84.71.6021,5,20250,101250,506432.16,0,BED+VAT,0,0,0,0,0,C23900,Parameter Technology,,Bhaskara Lakshmana,,,,,,,,,,General Warehouse,180,04/12/08,,14/12/08,Open,,Based On Sales Quotations 182. Based On Sales Orders 180. Based On Deliveries 180.,,,
587,AR Invoice,Pri171,,171,14/12/2008,31/12/2008,I,A00002,IBM Infoprint 1222,,J.B. Printers,84.71.6021,5,13500,67500,506432.16,0,BED+VAT,0,0,0,0,0,C23900,Parameter Technology,,Bhaskara Lakshmana,,,,,,,,,,General Warehouse,180,04/12/08,,14/12/08,Open,,Based On Sales Quotations 182. Based On Sales Orders 180. Based On Deliveries 180.,,,
588,AR Invoice,Pri172,,172,15/12/2008,31/12/2008,I,C00002,Motherboard P4 Turbo - Asus Chipset,,Items,84.71.3010,5,16875,84375,364169.52,0,BED+VAT,0,0,0,0,0,C30000,Microchips,,Lata Darshana,,,,,,,,,,General Warehouse,181,05/12/08,,15/12/08,Open,,Based On Sales Quotations 183. Based On Sales Orders 181. Based On Deliveries 181.,,,
589,AR Invoice,Pri172,,172,15/12/2008,31/12/2008,I,C00001,Motherboard P4 Turbo,,Items,84.71.3010,5,22500,112500,364169.52,0,BED+VAT,0,0,0,0,0,C30000,Microchips,,Lata Darshana,,,,,,,,,,General Warehouse,181,05/12/08,,15/12/08,Open,,Based On Sales Quotations 183. Based On Sales Orders 181. Based On Deliveries 181.,,,
590,AR Invoice,Pri172,,172,15/12/2008,31/12/2008,I,A00005,HP Color Laser Jet 4,,Rainbow Printers,84.71.6021,5,22500,112500,364169.52,0,BED+VAT,0,0,0,0,0,C30000,Microchips,,Lata Darshana,,,,,,,,,,General Warehouse,181,05/12/08,,15/12/08,Open,,Based On Sales Quotations 183. Based On Sales Orders 181. Based On Deliveries 181.,,,
591,AR Invoice,Pri173,,173,19/12/2008,31/12/2008,I,C00006,Network Card10/100,,Items,84.71.3010,5,843.75,4218.75,402241.79,0,BED+VAT,0,0,0,0,0,C42000,Mashina Corporation,,Pitambar Ratna,,,,,,,,,,General Warehouse,183,09/12/08,,19/12/08,Open,,Based On Sales Quotations 185. Based On Sales Orders 183. Based On Deliveries 183.,,,
592,AR Invoice,Pri173,,173,19/12/2008,31/12/2008,I,C00007,Hard Disk Seagate 400 GB,,Items,85.24.9111,10,28125,281250,402241.79,0,BED+VAT,0,0,0,0,0,C42000,Mashina Corporation,,Pitambar Ratna,,,,,,,,,,General Warehouse,183,09/12/08,,19/12/08,Open,,Based On Sales Quotations 185. Based On Sales Orders 183. Based On Deliveries 183.,,,
593,AR Invoice,Pri173,,173,19/12/2008,31/12/2008,I,C00008,Monitor 19' TFT,,Items,84.71.3010,5,11250,56250,402241.79,0,BED+VAT,0,0,0,0,0,C42000,Mashina Corporation,,Pitambar Ratna,,,,,,,,,,General Warehouse,183,09/12/08,,19/12/08,Open,,Based On Sales Quotations 185. Based On Sales Orders 183. Based On Deliveries 183.,,,
594,AR Invoice,Pri174,,174,23/12/2008,31/12/2008,I,C00009,Keyboard Comfort USB,,Items,84.71.3010,5,1125,5625,39727.58,0,BED+VAT,0,0,0,0,0,C50000,ADA Technologies,,Purushottam Nitya,,,Maharashtra,Mumbai,Delhi,New Delhi,",34 Highway 6,110 005,Suite 300,New Delhi,DL,IN",,,General Warehouse,184,13/12/08,,23/12/08,Open,,Based On Sales Quotations 186. Based On Sales Orders 184. Based On Deliveries 184.,,,
595,AR Invoice,Pri174,,174,23/12/2008,31/12/2008,I,C00010,Mouse USB,,Items,85.24.9111,5,1125,5625,39727.58,0,BED+VAT,0,0,0,0,0,C50000,ADA Technologies,,Purushottam Nitya,,,Maharashtra,Mumbai,Delhi,New Delhi,",34 Highway 6,110 005,Suite 300,New Delhi,DL,IN",,,General Warehouse,184,13/12/08,,23/12/08,Open,,Based On Sales Quotations 186. Based On Sales Orders 184. Based On Deliveries 184.,,,
596,AR Invoice,Pri174,,174,23/12/2008,31/12/2008,I,C00011,Memory DDR RAM 512 MB,,Items,84.71.3010,10,2250,22500,39727.58,0,BED+VAT,0,0,0,0,0,C50000,ADA Technologies,,Purushottam Nitya,,,Maharashtra,Mumbai,Delhi,New Delhi,",34 Highway 6,110 005,Suite 300,New Delhi,DL,IN",,,General Warehouse,184,13/12/08,,23/12/08,Open,,Based On Sales Quotations 186. Based On Sales Orders 184. Based On Deliveries 184.,,,
597,AR Invoice,Pri175,,175,24/12/2008,31/12/2008,I,I00001,DVD+R Disc 10-Pack,,Items,85.24.9111,5,225,1125,29000.81,0,BED+VAT,0,0,0,0,0,C60000,SG Electronics,,Lata Darshana,,,Tamil Nadu,Chennai,Karnataka,Bangalore,",67 Grant Ave,560 005,,Bangalore,KT,IN",,,General Warehouse,185,14/12/08,,24/12/08,Open,,Based On Sales Quotations 187. Based On Sales Orders 185. Based On Deliveries 185.,,,
598,AR Invoice,Pri175,,175,24/12/2008,31/12/2008,I,I00002,DVD+R Disc 50-Pack,,Items,85.24.9111,10,900,9000,29000.81,0,BED+VAT,0,0,0,0,0,C60000,SG Electronics,,Lata Darshana,,,Tamil Nadu,Chennai,Karnataka,Bangalore,",67 Grant Ave,560 005,,Bangalore,KT,IN",,,General Warehouse,185,14/12/08,,24/12/08,Open,,Based On Sales Quotations 187. Based On Sales Orders 185. Based On Deliveries 185.,,,
599,AR Invoice,Pri175,,175,24/12/2008,31/12/2008,I,I00003,USB Flashdrive 4GB,,Items,84.71.3010,10,1500,15000,29000.81,0,BED+VAT,0,0,0,0,0,C60000,SG Electronics,,Lata Darshana,,,Tamil Nadu,Chennai,Karnataka,Bangalore,",67 Grant Ave,560 005,,Bangalore,KT,IN",,,General Warehouse,185,14/12/08,,24/12/08,Open,,Based On Sales Quotations 187. Based On Sales Orders 185. Based On Deliveries 185.,,,
600,AR Invoice,Pri176,,176,18/01/2009,17/02/2009,I,I00004,USB Flashdrive 8GB,,Items,84.71.3010,5,2625,13125,99569.6,0,BED+VAT,0,0,0,0,0,C70000,Aquent Systems,,Bhaskara Lakshmana,,,Karnataka,Bangalore,Maharashtra,Mumbai,",123 Kathryn Ave,400 001,,Mumbai,MH,IN",,,General Warehouse,186,08/01/09,,18/01/09,Open,,Based On Sales Quotations 188. Based On Sales Orders 186. Based On Deliveries 186.,,,
601,AR Invoice,Pri176,,176,18/01/2009,17/02/2009,I,I00005,IBM Thankpad Laptop Batteries A20 series,,Items,84.71.3010,5,7875,39375,99569.6,0,BED+VAT,0,0,0,0,0,C70000,Aquent Systems,,Bhaskara Lakshmana,,,Karnataka,Bangalore,Maharashtra,Mumbai,",123 Kathryn Ave,400 001,,Mumbai,MH,IN",,,General Warehouse,186,08/01/09,,18/01/09,Open,,Based On Sales Quotations 188. Based On Sales Orders 186. Based On Deliveries 186.,,,
602,AR Invoice,Pri176,,176,18/01/2009,17/02/2009,I,I00006,IBM Thankpad Laptop Batteries A21 series,,Items,84.71.3010,5,7000,35000,99569.6,0,BED+VAT,0,0,0,0,0,C70000,Aquent Systems,,Bhaskara Lakshmana,,,Karnataka,Bangalore,Maharashtra,Mumbai,",123 Kathryn Ave,400 001,,Mumbai,MH,IN",,,General Warehouse,186,08/01/09,,18/01/09,Open,,Based On Sales Quotations 188. Based On Sales Orders 186. Based On Deliveries 186.,,,
603,AR Invoice,Pri177,,177,23/01/2009,22/02/2009,I,I00007,HP Printer 95 Inkjet Cartridge,,Items,84.71.6021,5,2100,10500,93928.01,0,BED+VAT,0,0,0,0,0,C20000,Norm Thompson,,Sales Manager,,,,,,,,,,General Warehouse,187,13/01/09,,23/01/09,Open,,Based On Sales Quotations 189. Based On Sales Orders 187. Based On Deliveries 187.,,,
604,AR Invoice,Pri177,,177,23/01/2009,22/02/2009,I,I00008,HP Vivera Ink 6-Pack and Photo Paper Kit,,Items,84.71.3010,5,2925,14625,93928.01,0,BED+VAT,0,0,0,0,0,C20000,Norm Thompson,,Sales Manager,,,,,,,,,,General Warehouse,187,13/01/09,,23/01/09,Open,,Based On Sales Quotations 189. Based On Sales Orders 187. Based On Deliveries 187.,,,
605,AR Invoice,Pri177,,177,23/01/2009,22/02/2009,I,I00009,Canon PowerShot A1000IS,,Items,84.71.3010,5,11250,56250,93928.01,0,BED+VAT,0,0,0,0,0,C20000,Norm Thompson,,Sales Manager,,,,,,,,,,General Warehouse,187,13/01/09,,23/01/09,Open,,Based On Sales Quotations 189. Based On Sales Orders 187. Based On Deliveries 187.,,,
606,AR Invoice,Pri178,,178,28/01/2009,27/02/2009,I,I00010,Canon EOS 30D,,Items,84.71.3010,5,45000,225000,284381.14,0,BED+VAT,0,0,0,0,0,C23900,Parameter Technology,,Bhaskara Lakshmana,,,,,,,,,,General Warehouse,188,18/01/09,,28/01/09,Open,,Based On Sales Quotations 190. Based On Sales Orders 188. Based On Deliveries 188.,,,
607,AR Invoice,Pri178,,178,28/01/2009,27/02/2009,I,I00011,Belkin 4-Port USB 2.0 Travel Hub,,Items,84.71.3010,5,900,4500,284381.14,0,BED+VAT,0,0,0,0,0,C23900,Parameter Technology,,Bhaskara Lakshmana,,,,,,,,,,General Warehouse,188,18/01/09,,28/01/09,Open,,Based On Sales Quotations 190. Based On Sales Orders 188. Based On Deliveries 188.,,,
608,AR Invoice,Pri178,,178,28/01/2009,27/02/2009,I,I00012,Belkin PC-to-Mac Transfer Kit,,Items,84.71.3010,5,3375,16875,284381.14,0,BED+VAT,0,0,0,0,0,C23900,Parameter Technology,,Bhaskara Lakshmana,,,,,,,,,,General Warehouse,188,18/01/09,,28/01/09,Open,,Based On Sales Quotations 190. Based On Sales Orders 188. Based On Deliveries 188.,,,
609,AR Invoice,Pri179,,179,02/02/2009,03/04/2009,I,LM4029,LM4029 Lexmark 4029 Printer,,Items,84.71.6021,10,15000,150000,507630.24,0,BED+VAT,0,0,0,0,0,C30000,Microchips,,Lata Darshana,,,,,,,,,,General Warehouse,,,,,Open,,Based On Deliveries 189.,,,
610,AR Invoice,Pri179,,179,02/02/2009,03/04/2009,I,A00001,IBM Infoprint 1312,,J.B. Printers,84.71.6021,10,22500,225000,507630.24,0,BED+VAT,0,0,0,0,0,C30000,Microchips,,Lata Darshana,,,,,,,,,,General Warehouse,,,,,Open,,Based On Deliveries 189.,,,
611,AR Invoice,Pri179,,179,02/02/2009,03/04/2009,I,A00002,IBM Infoprint 1222,,J.B. Printers,84.71.6021,5,11250,56250,507630.24,0,BED+VAT,0,0,0,0,0,C30000,Microchips,,Lata Darshana,,,,,,,,,,General Warehouse,,,,,Open,,Based On Deliveries 189.,,,
612,AR Invoice,Pri180,,180,07/02/2009,09/03/2009,I,A00003,IBM Infoprint 1226,,J.B. Printers,84.71.6021,5,16875,84375,496594.8,0,BED+VAT,0,0,0,0,0,C40000,Earthshaker Corporation,,Purushottam Nitya,,,Delhi,New Delhi,West Bengal,Kolkata,",208 Hollywood Ave,700 005,,Kolkata,WB,IN",,,General Warehouse,190,28/01/09,,07/02/09,Open,,Based On Sales Quotations 192. Based On Sales Orders 190. Based On Deliveries 190.,,,
613,AR Invoice,Pri180,,180,07/02/2009,09/03/2009,I,A00004,HP Color Laser Jet 5,,Rainbow Printers,84.71.6021,8,28125,225000,496594.8,0,BED+VAT,0,0,0,0,0,C40000,Earthshaker Corporation,,Purushottam Nitya,,,Delhi,New Delhi,West Bengal,Kolkata,",208 Hollywood Ave,700 005,,Kolkata,WB,IN",,,General Warehouse,190,28/01/09,,07/02/09,Open,,Based On Sales Quotations 192. Based On Sales Orders 190. Based On Deliveries 190.,,,
614,AR Invoice,Pri180,,180,07/02/2009,09/03/2009,I,A00005,HP Color Laser Jet 4,,Rainbow Printers,84.71.6021,5,22500,112500,496594.8,0,BED+VAT,0,0,0,0,0,C40000,Earthshaker Corporation,,Purushottam Nitya,,,Delhi,New Delhi,West Bengal,Kolkata,",208 Hollywood Ave,700 005,,Kolkata,WB,IN",,,General Warehouse,190,28/01/09,,07/02/09,Open,,Based On Sales Quotations 192. Based On Sales Orders 190. Based On Deliveries 190.,,,
615,AR Invoice,Pri181,,181,12/02/2009,13/04/2009,I,C00003,Intel P4 2.4 GhZ,,Items,84.71.3010,10,7312.5,73125,317820.67,0,BED+VAT,0,0,0,0,0,C42000,Mashina Corporation,,Pitambar Ratna,,,,,,,,,,General Warehouse,191,02/02/09,,12/02/09,Open,,Based On Sales Quotations 193. Based On Sales Orders 191. Based On Deliveries 191.,,,
616,AR Invoice,Pri181,,181,12/02/2009,13/04/2009,I,C00001,Motherboard P4 Turbo,,Items,84.71.3010,5,22500,112500,317820.67,0,BED+VAT,0,0,0,0,0,C42000,Mashina Corporation,,Pitambar Ratna,,,,,,,,,,General Warehouse,191,02/02/09,,12/02/09,Open,,Based On Sales Quotations 193. Based On Sales Orders 191. Based On Deliveries 191.,,,
617,AR Invoice,Pri181,,181,12/02/2009,13/04/2009,I,C00002,Motherboard P4 Turbo - Asus Chipset,,Items,84.71.3010,5,16875,84375,317820.67,0,BED+VAT,0,0,0,0,0,C42000,Mashina Corporation,,Pitambar Ratna,,,,,,,,,,General Warehouse,191,02/02/09,,12/02/09,Open,,Based On Sales Quotations 193. Based On Sales Orders 191. Based On Deliveries 191.,,,
618,AR Invoice,Pri182,,182,23/02/2009,25/03/2009,I,C00009,Keyboard Comfort USB,,Items,84.71.3010,5,1350,6750,475267.1,0,BED+VAT,0,0,0,0,0,C60000,SG Electronics,,Lata Darshana,,,Tamil Nadu,Chennai,Karnataka,Bangalore,",67 Grant Ave,560 005,,Bangalore,KT,IN",,,General Warehouse,193,13/02/09,,23/02/09,Open,,Based On Sales Quotations 195. Based On Sales Orders 193. Based On Deliveries 193.,,,
619,AR Invoice,Pri182,,182,23/02/2009,25/03/2009,I,C00008,Monitor 19' TFT,,Items,84.71.3010,5,13500,67500,475267.1,0,BED+VAT,0,0,0,0,0,C60000,SG Electronics,,Lata Darshana,,,Tamil Nadu,Chennai,Karnataka,Bangalore,",67 Grant Ave,560 005,,Bangalore,KT,IN",,,General Warehouse,193,13/02/09,,23/02/09,Open,,Based On Sales Quotations 195. Based On Sales Orders 193. Based On Deliveries 193.,,,
620,AR Invoice,Pri182,,182,23/02/2009,25/03/2009,I,C00007,Hard Disk Seagate 400 GB,,Items,85.24.9111,10,33750,337500,475267.1,0,BED+VAT,0,0,0,0,0,C60000,SG Electronics,,Lata Darshana,,,Tamil Nadu,Chennai,Karnataka,Bangalore,",67 Grant Ave,560 005,,Bangalore,KT,IN",,,General Warehouse,193,13/02/09,,23/02/09,Open,,Based On Sales Quotations 195. Based On Sales Orders 193. Based On Deliveries 193.,,,
621,AR Invoice,Pri183,,183,28/02/2009,30/03/2009,I,C00010,Mouse USB,,Items,85.24.9111,5,1575,7875,46299.86,0,BED+VAT,0,0,0,0,0,C70000,Aquent Systems,,Bhaskara Lakshmana,,,Karnataka,Bangalore,Maharashtra,Mumbai,",123 Kathryn Ave,400 001,,Mumbai,MH,IN",,,General Warehouse,194,18/02/09,,28/02/09,Open,,Based On Sales Quotations 196. Based On Sales Orders 194. Based On Deliveries 194.,,,
622,AR Invoice,Pri183,,183,28/02/2009,30/03/2009,I,C00011,Memory DDR RAM 512 MB,,Items,84.71.3010,10,3150,31500,46299.86,0,BED+VAT,0,0,0,0,0,C70000,Aquent Systems,,Bhaskara Lakshmana,,,Karnataka,Bangalore,Maharashtra,Mumbai,",123 Kathryn Ave,400 001,,Mumbai,MH,IN",,,General Warehouse,194,18/02/09,,28/02/09,Open,,Based On Sales Quotations 196. Based On Sales Orders 194. Based On Deliveries 194.,,,
623,AR Invoice,Pri183,,183,28/02/2009,30/03/2009,I,I00001,DVD+R Disc 10-Pack,,Items,85.24.9111,5,262.5,1312.5,46299.86,0,BED+VAT,0,0,0,0,0,C70000,Aquent Systems,,Bhaskara Lakshmana,,,Karnataka,Bangalore,Maharashtra,Mumbai,",123 Kathryn Ave,400 001,,Mumbai,MH,IN",,,General Warehouse,194,18/02/09,,28/02/09,Open,,Based On Sales Quotations 196. Based On Sales Orders 194. Based On Deliveries 194.,,,
624,AR Invoice,Pri184,,184,05/03/2009,04/04/2009,I,I00003,USB Flashdrive 4GB,,Items,84.71.3010,10,1500,15000,40687.71,0,BED+VAT,0,0,0,0,0,C20000,Norm Thompson,,Sales Manager,,,,,,,,,,General Warehouse,195,23/02/09,,05/03/09,Open,,Based On Sales Quotations 197. Based On Sales Orders 195. Based On Deliveries 195.,,,
625,AR Invoice,Pri184,,184,05/03/2009,04/04/2009,I,I00004,USB Flashdrive 8GB,,Items,84.71.3010,5,2250,11250,40687.71,0,BED+VAT,0,0,0,0,0,C20000,Norm Thompson,,Sales Manager,,,,,,,,,,General Warehouse,195,23/02/09,,05/03/09,Open,,Based On Sales Quotations 197. Based On Sales Orders 195. Based On Deliveries 195.,,,
626,AR Invoice,Pri184,,184,05/03/2009,04/04/2009,I,I00002,DVD+R Disc 50-Pack,,Items,85.24.9111,10,900,9000,40687.71,0,BED+VAT,0,0,0,0,0,C20000,Norm Thompson,,Sales Manager,,,,,,,,,,General Warehouse,195,23/02/09,,05/03/09,Open,,Based On Sales Quotations 197. Based On Sales Orders 195. Based On Deliveries 195.,,,
627,AR Invoice,Pri185,,185,10/03/2009,09/04/2009,I,I00005,IBM Thankpad Laptop Batteries A20 series,,Items,84.71.3010,5,6750,33750,85703.9,0,BED+VAT,0,0,0,0,0,C23900,Parameter Technology,,Bhaskara Lakshmana,,,,,,,,,,General Warehouse,196,28/02/09,,10/03/09,Open,,Based On Sales Quotations 198. Based On Sales Orders 196. Based On Deliveries 196.,,,
628,AR Invoice,Pri185,,185,10/03/2009,09/04/2009,I,I00006,IBM Thankpad Laptop Batteries A21 series,,Items,84.71.3010,5,6000,30000,85703.9,0,BED+VAT,0,0,0,0,0,C23900,Parameter Technology,,Bhaskara Lakshmana,,,,,,,,,,General Warehouse,196,28/02/09,,10/03/09,Open,,Based On Sales Quotations 198. Based On Sales Orders 196. Based On Deliveries 196.,,,
629,AR Invoice,Pri185,,185,10/03/2009,09/04/2009,I,I00007,HP Printer 95 Inkjet Cartridge,,Items,84.71.6021,5,2100,10500,85703.9,0,BED+VAT,0,0,0,0,0,C23900,Parameter Technology,,Bhaskara Lakshmana,,,,,,,,,,General Warehouse,196,28/02/09,,10/03/09,Open,,Based On Sales Quotations 198. Based On Sales Orders 196. Based On Deliveries 196.,,,
630,AR Invoice,Pri186,,186,18/03/2009,17/05/2009,I,I00008,HP Vivera Ink 6-Pack and Photo Paper Kit,,Items,84.71.3010,5,2437.5,12187.5,290232.07,0,BED+VAT,0,0,0,0,0,C30000,Microchips,,Lata Darshana,,,,,,,,,,General Warehouse,197,08/03/09,,18/03/09,Open,,Based On Sales Quotations 199. Based On Sales Orders 197. Based On Deliveries 197.,,,
631,AR Invoice,Pri186,,186,18/03/2009,17/05/2009,I,I00009,Canon PowerShot A1000IS,,Items,84.71.3010,5,9375,46875,290232.07,0,BED+VAT,0,0,0,0,0,C30000,Microchips,,Lata Darshana,,,,,,,,,,General Warehouse,197,08/03/09,,18/03/09,Open,,Based On Sales Quotations 199. Based On Sales Orders 197. Based On Deliveries 197.,,,
632,AR Invoice,Pri186,,186,18/03/2009,17/05/2009,I,I00010,Canon EOS 30D,,Items,84.71.3010,5,37500,187500,290232.07,0,BED+VAT,0,0,0,0,0,C30000,Microchips,,Lata Darshana,,,,,,,,,,General Warehouse,197,08/03/09,,18/03/09,Open,,Based On Sales Quotations 199. Based On Sales Orders 197. Based On Deliveries 197.,,,
633,AR Invoice,Pri187,,187,23/03/2009,22/04/2009,I,I00011,Belkin 4-Port USB 2.0 Travel Hub,,Items,84.71.3010,5,750,3750,197534.38,0,BED+VAT,0,0,0,0,0,C40000,Earthshaker Corporation,,Purushottam Nitya,,,Delhi,New Delhi,West Bengal,Kolkata,",208 Hollywood Ave,700 005,,Kolkata,WB,IN",,,General Warehouse,198,13/03/09,,23/03/09,Open,,Based On Sales Quotations 200. Based On Sales Orders 198. Based On Deliveries 198.,,,
634,AR Invoice,Pri187,,187,23/03/2009,22/04/2009,I,I00012,Belkin PC-to-Mac Transfer Kit,,Items,84.71.3010,5,2812.5,14062.5,197534.38,0,BED+VAT,0,0,0,0,0,C40000,Earthshaker Corporation,,Purushottam Nitya,,,Delhi,New Delhi,West Bengal,Kolkata,",208 Hollywood Ave,700 005,,Kolkata,WB,IN",,,General Warehouse,198,13/03/09,,23/03/09,Open,,Based On Sales Quotations 200. Based On Sales Orders 198. Based On Deliveries 198.,,,
635,AR Invoice,Pri187,,187,23/03/2009,22/04/2009,I,LM4029,LM4029 Lexmark 4029 Printer,,Items,84.71.6021,10,15000,150000,197534.38,0,BED+VAT,0,0,0,0,0,C40000,Earthshaker Corporation,,Purushottam Nitya,,,Delhi,New Delhi,West Bengal,Kolkata,",208 Hollywood Ave,700 005,,Kolkata,WB,IN",,,General Warehouse,198,13/03/09,,23/03/09,Open,,Based On Sales Quotations 200. Based On Sales Orders 198. Based On Deliveries 198.,,,
636,AR Invoice,Pri188,,188,28/03/2009,27/05/2009,I,A00001,IBM Infoprint 1312,,J.B. Printers,84.71.6021,10,22500,225000,430382.16,0,BED+VAT,0,0,0,0,0,C42000,Mashina Corporation,,Pitambar Ratna,,,,,,,,,,General Warehouse,199,18/03/09,,28/03/09,Open,,Based On Sales Quotations 201. Based On Sales Orders 199. Based On Deliveries 199.,,,
637,AR Invoice,Pri188,,188,28/03/2009,27/05/2009,I,A00002,IBM Infoprint 1222,,J.B. Printers,84.71.6021,5,11250,56250,430382.16,0,BED+VAT,0,0,0,0,0,C42000,Mashina Corporation,,Pitambar Ratna,,,,,,,,,,General Warehouse,199,18/03/09,,28/03/09,Open,,Based On Sales Quotations 201. Based On Sales Orders 199. Based On Deliveries 199.,,,
638,AR Invoice,Pri188,,188,28/03/2009,27/05/2009,I,A00003,IBM Infoprint 1226,,J.B. Printers,84.71.6021,5,16875,84375,430382.16,0,BED+VAT,0,0,0,0,0,C42000,Mashina Corporation,,Pitambar Ratna,,,,,,,,,,General Warehouse,199,18/03/09,,28/03/09,Open,,Based On Sales Quotations 201. Based On Sales Orders 199. Based On Deliveries 199.,,,
639,AR Invoice,Pri189,,189,02/04/2009,02/05/2009,I,A00004,HP Color Laser Jet 5,,Rainbow Printers,84.71.6021,8,28125,225000,529701.12,0,BED+VAT,0,0,0,0,0,C50000,ADA Technologies,,Purushottam Nitya,,,Maharashtra,Mumbai,Delhi,New Delhi,",34 Highway 6,110 005,Suite 300,New Delhi,DL,IN",,,General Warehouse,200,23/03/09,,02/04/09,Open,,Based On Sales Orders 200. Based On Deliveries 200.,,,
640,AR Invoice,Pri189,,189,02/04/2009,02/05/2009,I,A00005,HP Color Laser Jet 4,,Rainbow Printers,84.71.6021,5,22500,112500,529701.12,0,BED+VAT,0,0,0,0,0,C50000,ADA Technologies,,Purushottam Nitya,,,Maharashtra,Mumbai,Delhi,New Delhi,",34 Highway 6,110 005,Suite 300,New Delhi,DL,IN",,,General Warehouse,200,23/03/09,,02/04/09,Open,,Based On Sales Orders 200. Based On Deliveries 200.,,,
641,AR Invoice,Pri189,,189,02/04/2009,02/05/2009,I,C00001,Motherboard P4 Turbo,,Items,84.71.3010,5,22500,112500,529701.12,0,BED+VAT,0,0,0,0,0,C50000,ADA Technologies,,Purushottam Nitya,,,Maharashtra,Mumbai,Delhi,New Delhi,",34 Highway 6,110 005,Suite 300,New Delhi,DL,IN",,,General Warehouse,200,23/03/09,,02/04/09,Open,,Based On Sales Orders 200. Based On Deliveries 200.,,,
642,AR Invoice,Pri190,,190,07/04/2009,07/05/2009,I,C00004,Tower Case with Power supply,,Items,84.71.3010,5,2362.5,11812.5,231790.1,0,BED+VAT,0,0,0,0,0,C60000,SG Electronics,,Lata Darshana,,,Tamil Nadu,Chennai,Karnataka,Bangalore,",67 Grant Ave,560 005,,Bangalore,KT,IN",,,General Warehouse,201,28/03/09,,07/04/09,Open,,Based On Sales Quotations 203. Based On Sales Orders 201. Based On Deliveries 201.,,,
643,AR Invoice,Pri190,,190,07/04/2009,07/05/2009,I,C00002,Motherboard P4 Turbo - Asus Chipset,,Items,84.71.3010,5,20250,101250,231790.1,0,BED+VAT,0,0,0,0,0,C60000,SG Electronics,,Lata Darshana,,,Tamil Nadu,Chennai,Karnataka,Bangalore,",67 Grant Ave,560 005,,Bangalore,KT,IN",,,General Warehouse,201,28/03/09,,07/04/09,Open,,Based On Sales Quotations 203. Based On Sales Orders 201. Based On Deliveries 201.,,,
